iter	Logloss
258	0.2579459635
259	0.2577975651
260	0.257660249
261	0.2575260124
262	0.257387474
263	0.2572478906
264	0.2571010921
265	0.2569519466
266	0.2568051709
267	0.2566691439
268	0.2565375635
269	0.2564154248
270	0.2562827832
271	0.2561501058
272	0.2560120622
273	0.2558756429
274	0.2557424642
275	0.2556067708
276	0.2554677734
277	0.2553381738
278	0.2552287451
279	0.2550843262
280	0.2549506396
281	0.2548197282
282	0.2546886019
283	0.2545630013
284	0.2544275944
285	0.2542960742
286	0.2541718018
287	0.2540371045
288	0.2539162288
289	0.2537803223
290	0.2536447461
291	0.2535230094
292	0.2534003174
293	0.2532807454
294	0.2531471956
295	0.2530311621
296	0.2528993766
297	0.2527850195
298	0.2526588558
299	0.2525604687
300	0.2524264567
301	0.2523010254
302	0.2521798861
303	0.2520546924
304	0.2519282096
305	0.2518102718
306	0.2516881706
307	0.2515562028
308	0.2514342057
309	0.2513100667
310	0.2511899902
311	0.2510659131
312	0.2509401872
313	0.2508227507
314	0.2506923145
315	0.2505811458
316	0.2504668815
317	0.2503469434
318	0.2502132113
319	0.2501013167
320	0.249985319
321	0.2498727637
322	0.2497584863
323	0.249634738
324	0.24952882
325	0.2494101221
326	0.2493015039
327	0.2491868864
328	0.2490763037
329	0.2489662288
330	0.2488595931
331	0.2487489242
332	0.2486269515
333	0.2485144076
334	0.2484041683
335	0.248277876
336	0.2481624398
337	0.2480548633
338	0.2479418424
339	0.2478298193
340	0.2477049984
341	0.2475941667
342	0.2474853418
343	0.2473722363
344	0.2472565934
345	0.2471475098
346	0.2470314958
347	0.246921167
348	0.2468128743
349	0.2467021452
350	0.2466005094
351	0.2464935986
352	0.2463860986
353	0.2462779004
354	0.246172207
355	0.2460721305
356	0.2459620671
357	0.2458486816
358	0.2457484342
359	0.2456380225
360	0.2455320133
361	0.2454309847
362	0.2453451709
363	0.245229694
364	0.2451284261
365	0.2450185042
366	0.2449075651
367	0.244796154
368	0.2446895215
369	0.2445852555
370	0.2444857422
371	0.2443826302
372	0.244286333
373	0.2441858675
374	0.2440817057
375	0.2439845085
376	0.2438861279
377	0.2437862484
378	0.2436816341
379	0.2435806999
380	0.2434813753
381	0.2433776025
382	0.2432781624
383	0.2431698877
384	0.2430671582
385	0.2429648779
386	0.2428672803
387	0.2427681136
388	0.2426601497
389	0.2425672184
390	0.242458501
391	0.2423575488
392	0.242255127
393	0.2421530762
394	0.2420470573
395	0.2419472575
396	0.241854515
397	0.24174868
398	0.2416504167
399	0.2415536865
400	0.2414506152
401	0.2413567936
402	0.241263571
403	0.2411623796
404	0.2410588623
405	0.2409599902
406	0.2408631087
407	0.2407618311
408	0.2406566667
409	0.2405651823
410	0.2404691602
411	0.2403716032
412	0.2402797445
413	0.2401943734
414	0.240101473
415	0.2400058577
416	0.2399097721
417	0.2398060531
418	0.2397056494
419	0.2396086328
420	0.2395144857
421	0.2394214079
422	0.2393345443
423	0.2392402718
424	0.2391454525
425	0.2390503369
426	0.2389542367
427	0.2388548535
428	0.2387541357
429	0.2386577344
430	0.2385707015
431	0.2384827507
432	0.2383940186
433	0.2383075684
434	0.2382203516
435	0.2381302393
436	0.2380309993
437	0.2379472965
438	0.2378438395
439	0.2377558366
440	0.2376615186
441	0.2375660498
442	0.2374750407
443	0.2373810026
444	0.2372952718
445	0.2372026986
446	0.2371178011
447	0.237023488
448	0.2369356738
449	0.2368431087
450	0.2367475293
451	0.2366573926
452	0.2365749447
453	0.23647861
454	0.2363970589
455	0.2363083643
456	0.2362237533
457	0.2361287174
458	0.2360397705
459	0.2359469808
460	0.2358549837
461	0.2357663509
462	0.2356755615
463	0.2355935596
464	0.2355055762
465	0.2354119645
466	0.2353195915
467	0.2352302148
468	0.2351449674
469	0.2350583838
470	0.2349753548
471	0.2348879867
472	0.2347962419
473	0.2346992383
474	0.2346104297
475	0.2345248649
476	0.2344374609
477	0.2343443311
478	0.234262194
479	0.2341743083
480	0.234089987
481	0.2340082552
482	0.233915708
483	0.2338330762
484	0.2337450814
485	0.2336589453
486	0.2335763249
487	0.2334872347
488	0.2334084342
489	0.2333234977
490	0.2332409326
491	0.2331525293
492	0.2330695329
493	0.2329848926
494	0.2328998893
495	0.2328157503
496	0.2327323193
497	0.2326523633
498	0.2325734001
499	0.2324906364
500	0.2324026009
501	0.2323186735
502	0.2322403418
503	0.2321580648
504	0.232072124
505	0.2319897087
506	0.2319062484
507	0.2318152881
508	0.2317303337
509	0.2316406152
510	0.231557111
511	0.2314724544
512	0.2313926595
513	0.231311473
514	0.2312248926
515	0.231148265
516	0.2310601123
517	0.2309708089
518	0.2308948047
519	0.2308162305
520	0.2307310889
521	0.2306503304
522	0.2305745036
523	0.2304981982
524	0.230417985
525	0.2303438639
526	0.2302609456
527	0.2301825195
528	0.2301120296
529	0.2300349251
530	0.22995868
531	0.2298799137
532	0.2298063704
533	0.2297166325
534	0.2296386377
535	0.2295601465
536	0.2294802767
537	0.2293935661
538	0.2293085026
539	0.2292293929
540	0.2291496663
541	0.2290710319
542	0.2289899154
543	0.2289126774
544	0.2288349788
545	0.2287500212
546	0.2286713867
547	0.228593335
548	0.2285095264
549	0.2284329801
550	0.2283629102
551	0.2282956868
552	0.2282166748
553	0.2281399561
554	0.2280585465
555	0.2279836117
556	0.2279069645
557	0.2278312695
558	0.227760568
559	0.2276807357
560	0.2276058577
561	0.227525874
562	0.2274539307
563	0.2273803011
564	0.2273056364
565	0.2272335563
566	0.2271518929
567	0.2270793066
568	0.2270010173
569	0.2269293701
570	0.2268555046
571	0.2267807324
572	0.2267061003
573	0.226637474
574	0.2265674365
575	0.2264903923
576	0.2264228971
577	0.2263514941
578	0.2262745264
579	0.226197736
580	0.2261203923
581	0.2260443978
582	0.2259744775
583	0.2259020882
584	0.2258251416
585	0.2257503337
586	0.2256863395
587	0.2256202799
588	0.2255448665
589	0.2254771322
590	0.2254036654
591	0.2253304769
592	0.2252584456
593	0.225186167
594	0.2251154655
595	0.2250427051
596	0.2249708122
597	0.2249005697
598	0.2248278532
599	0.2247583089
600	0.2246815983
601	0.2246155029
602	0.2245416569
603	0.2244692969
604	0.2243981429
605	0.2243281055
606	0.2242557096
607	0.2241861637
608	0.2241205534
609	0.2240526904
610	0.2239823486
611	0.2239150456
612	0.2238373828
613	0.2237666325
614	0.2237002604
615	0.2236299072
616	0.223554668
617	0.2234873324
618	0.2234161344
619	0.2233482829
620	0.2232789062
621	0.2232067594
622	0.2231358236
623	0.2230734359
624	0.2230022477
625	0.2229339551
626	0.2228642546
627	0.2227989372
628	0.2227297135
629	0.2226627946
630	0.2226010156
631	0.222532915
632	0.2224645117
633	0.2223994482
634	0.2223273861
635	0.2222576156
636	0.2221929085
637	0.2221281055
638	0.2220641325
639	0.222000485
640	0.2219278564
641	0.2218591195
642	0.221787762
643	0.2217226188
644	0.2216533757
645	0.2215859294
646	0.2215184001
647	0.2214556706
648	0.2213837646
649	0.2213178434
650	0.2212488232
651	0.2211816423
652	0.22111729
653	0.2210528923
654	0.2209844352
655	0.2209135775
656	0.2208531641
657	0.2207840592
658	0.2207206283
659	0.220652832
660	0.2205865511
661	0.2205196159
662	0.220459515
663	0.2204030648
664	0.2203379069
665	0.220273252
666	0.2202129883
667	0.2201518522
668	0.2200836523
669	0.2200162712
670	0.2199513672
671	0.2198847673
672	0.2198275065
673	0.2197647575
674	0.2197027962
675	0.2196411068
676	0.21957611
677	0.2195149495
678	0.2194581478
679	0.2193938753
680	0.2193293359
681	0.2192698828
682	0.2192047396
683	0.2191389681
684	0.2190717855
685	0.2190039795
686	0.2189391911
687	0.2188794759
688	0.2188173307
689	0.2187547965
690	0.2186937337
691	0.2186268473
692	0.2185611735
693	0.2185024072
694	0.2184422835
695	0.2183790576
696	0.2183203451
697	0.2182578727
698	0.2181959326
699	0.2181245117
700	0.2180630843
701	0.2179998893
702	0.2179386963
703	0.2178777832
704	0.2178174365
705	0.2177551807
706	0.2176906673
707	0.2176272982
708	0.2175659782
709	0.217499624
710	0.2174458317
711	0.2173858203
712	0.2173262419
713	0.2172671615
714	0.2172094092
715	0.217150651
716	0.2170882666
717	0.2170296305
718	0.216967347
719	0.2169077083
720	0.2168493278
721	0.2167864046
722	0.2167258057
723	0.2166690885
724	0.2166152409
725	0.2165574984
726	0.2164934701
727	0.2164296729
728	0.2163746859
729	0.2163165755
730	0.2162600944
731	0.2161997607
732	0.2161443262
733	0.2160855811
734	0.2160265885
735	0.2159765413
736	0.2159182015
737	0.2158645101
738	0.2158058529
739	0.2157503548
740	0.2156928353
741	0.2156346761
742	0.2155757389
743	0.2155197933
744	0.2154569027
745	0.2153954525
746	0.2153340755
747	0.2152806152
748	0.2152206217
749	0.2151646012
750	0.215109974
751	0.2150569271
752	0.2149935286
753	0.2149288444
754	0.2148701562
755	0.2148208382
756	0.2147697103
757	0.2147102067
758	0.2146550114
759	0.2145985368
760	0.2145405518
761	0.2144870996
762	0.2144311279
763	0.2143704378
764	0.2143145068
765	0.2142571468
766	0.2142011133
767	0.2141433219
768	0.214091346
769	0.2140374235
770	0.2139859847
771	0.2139331559
772	0.213880083
773	0.2138274186
774	0.213771984
775	0.2137085173
776	0.2136509587
777	0.213595918
778	0.2135437207
779	0.2134925098
780	0.213433029
781	0.2133800277
782	0.2133273519
783	0.2132666488
784	0.2132139063
785	0.2131576237
786	0.2131050326
787	0.2130546468
788	0.2129993473
789	0.2129424365
790	0.21289132
791	0.2128374154
792	0.2127875439
793	0.2127335124
794	0.2126799707
795	0.212623514
796	0.2125708366
797	0.2125164421
798	0.2124580762
799	0.2124018717
800	0.212346141
801	0.2122874642
802	0.212233252
803	0.2121765381
804	0.2121302018
805	0.2120788037
806	0.212024305
807	0.2119729867
808	0.2119185433
809	0.2118642106
810	0.2118154297
811	0.2117657715
812	0.2117117367
813	0.211656849
814	0.2115979036
815	0.2115468294
816	0.2114912256
817	0.2114421826
818	0.2113846484
819	0.2113341683
820	0.2112812988
821	0.2112280306
822	0.2111792936
823	0.2111276872
824	0.2110750244
825	0.211019707
826	0.2109666732
827	0.2109127604
828	0.2108616553
829	0.210804069
830	0.2107486995
831	0.2106959212
832	0.2106451953
833	0.210595625
834	0.2105431169
835	0.2104913574
836	0.2104408805
837	0.2103909701
838	0.2103379004
839	0.2102846875
840	0.2102344824
841	0.2101793424
842	0.2101315088
843	0.2100834342
844	0.2100295329
845	0.209978099
846	0.2099254281
847	0.2098729508
848	0.2098202295
849	0.2097674821
850	0.2097140055
851	0.2096584521
852	0.2096095036
853	0.2095607878
854	0.2095046094
855	0.2094498698
856	0.2094000163
857	0.2093464925
858	0.2092958626
859	0.2092439274
860	0.209199069
861	0.2091481771
862	0.2090994059
863	0.2090503695
864	0.2090025098
865	0.2089517839
866	0.2088961735
867	0.20884389
868	0.2087924951
869	0.2087410107
870	0.2086918831
871	0.2086402848
872	0.2085938818
873	0.2085459033
874	0.2084978662
875	0.2084464648
876	0.2084002816
877	0.2083488981
878	0.208300485
879	0.2082481592
880	0.2081996045
881	0.2081524756
882	0.2080989242
883	0.20804764
884	0.2080013574
885	0.2079472461
886	0.207898584
887	0.2078470052
888	0.2078006396
889	0.2077528011
890	0.2077072331
891	0.2076603695
892	0.2076099398
893	0.2075616243
894	0.2075163753
895	0.2074709684
896	0.2074252979
897	0.207374598
898	0.2073303825
899	0.2072805648
900	0.2072331445
901	0.2071840055
902	0.2071309993
903	0.207080651
904	0.2070292871
905	0.2069825863
906	0.2069341683
907	0.206887124
908	0.2068384554
909	0.2067908431
910	0.2067434863
911	0.2066984456
912	0.2066491992
913	0.2065973617
914	0.2065459001
915	0.2064982764
916	0.2064497949
917	0.2064006022
918	0.206359069
919	0.2063115592
920	0.2062605046
921	0.2062093278
922	0.2061632031
923	0.2061151562
924	0.206068654
925	0.2060214746
926	0.2059790983
927	0.2059256234
928	0.2058795215
929	0.2058301042
930	0.2057856982
931	0.205738916
932	0.2056880632
933	0.2056405811
934	0.2055890446
935	0.2055484863
936	0.2055024593
937	0.2054549251
938	0.2054035482
939	0.2053583545
940	0.2053087174
941	0.2052605501
942	0.2052104118
943	0.205160765
944	0.2051181201
945	0.2050737191
946	0.2050281299
947	0.2049769873
948	0.2049336344
949	0.2048896598
950	0.2048415479
951	0.2047940007
952	0.2047530143
953	0.2047085254
954	0.2046615495
955	0.204616766
956	0.204570446
957	0.2045312809
958	0.2044831413
959	0.2044368685
960	0.2043936882
961	0.2043477881
962	0.2043030306
963	0.2042614583
964	0.2042145817
965	0.2041707031
966	0.2041270898
967	0.2040812191
968	0.2040340413
969	0.2039912777
970	0.2039489469
971	0.2039057975
972	0.2038613005
973	0.203822137
974	0.203777793
975	0.2037319124
976	0.203689624
977	0.2036454606
978	0.2035984554
979	0.2035497331
980	0.2035097917
981	0.2034642855
982	0.2034206169
983	0.2033796257
984	0.2033366195
985	0.2032926302
986	0.2032535937
987	0.2032118457
988	0.2031665137
989	0.2031224463
990	0.2030706543
991	0.2030234001
992	0.2029799577
993	0.2029339746
994	0.2028927523
995	0.2028468408
996	0.2028068848
997	0.2027671729
998	0.2027224447
999	0.2026787923
1000	0.2026358464
1001	0.2025877116
1002	0.2025435091
1003	0.2024999447
1004	0.2024535319
1005	0.2024102751
1006	0.2023634603
1007	0.2023175911
1008	0.202270542
1009	0.2022242643
1010	0.2021773779
1011	0.202134248
1012	0.2020905615
1013	0.2020459001
1014	0.2020012777
1015	0.2019589632
1016	0.2019138981
1017	0.2018648454
1018	0.2018199316
1019	0.2017728174
1020	0.2017329785
1021	0.2016948177
1022	0.2016516553
1023	0.2016075358
1024	0.2015644694
1025	0.2015205827
1026	0.2014772575
1027	0.2014363167
1028	0.2013951432
1029	0.201351512
1030	0.2013056364
1031	0.2012625618
1032	0.2012149951
1033	0.2011717627
1034	0.2011290299
1035	0.2010886084
1036	0.2010462549
1037	0.2010065771
1038	0.2009604622
1039	0.2009129769
1040	0.2008679004
1041	0.2008259554
1042	0.2007835286
1043	0.2007369157
1044	0.2006956413
1045	0.2006539893
1046	0.2006128174
1047	0.2005694515
1048	0.2005284521
1049	0.2004857422
1050	0.2004408854
1051	0.2003957585
1052	0.2003519482
1053	0.2003072152
1054	0.2002688656
1055	0.2002259456
1056	0.2001834961
1057	0.2001413883
1058	0.2001022949
1059	0.2000618913
1060	0.2000240967
1061	0.1999831901
1062	0.1999449691
1063	0.1999024089
1064	0.1998578239
1065	0.1998114453
1066	0.1997692529
1067	0.199728387
1068	0.1996850716
1069	0.1996429313
1070	0.1995964697
1071	0.1995533122
1072	0.1995105648
1073	0.1994650212
1074	0.199422736
1075	0.1993824772
1076	0.1993406006
1077	0.1992971908
1078	0.19925604
1079	0.199217028
1080	0.1991759082
1081	0.199133986
1082	0.1990934945
1083	0.1990518604
1084	0.1990090283
1085	0.1989635563
1086	0.1989170719
1087	0.1988800618
1088	0.1988400618
1089	0.198803387
1090	0.1987641992
1091	0.198722526
1092	0.1986827783
1093	0.1986431038
1094	0.1986005485
1095	0.1985617822
1096	0.1985173014
1097	0.1984769661
1098	0.1984377148
1099	0.1983990007
1100	0.1983543034
1101	0.1983112516
1102	0.1982746517
1103	0.1982328499
1104	0.1981930127
1105	0.1981499023
1106	0.1981107894
1107	0.1980720622
1108	0.1980319857
1109	0.1979931038
1110	0.1979535628
1111	0.1979154557
1112	0.1978737174
1113	0.1978261393
1114	0.1977867839
1115	0.1977474805
1116	0.1977094857
1117	0.1976668034
1118	0.1976251807
1119	0.1975869059
1120	0.197551224
1121	0.1975128206
1122	0.1974717757
1123	0.1974321273
1124	0.1973961117
1125	0.1973525277
1126	0.197308488
1127	0.1972707194
1128	0.1972301042
1129	0.1971927474
1130	0.1971562939
1131	0.1971177067
1132	0.1970759814
1133	0.1970370443
1134	0.1969958187
1135	0.1969615299
1136	0.1969168994
1137	0.1968806087
1138	0.1968436149
1139	0.1968026335
1140	0.1967639323
1141	0.1967247868
1142	0.1966810482
1143	0.1966427018
1144	0.1966005143
1145	0.1965562874
1146	0.1965163395
1147	0.1964784489
1148	0.1964388965
1149	0.1963972314
1150	0.1963573454
1151	0.196320542
1152	0.1962824951
1153	0.1962454346
1154	0.1962080632
1155	0.1961710856
1156	0.1961311393
1157	0.1960907764
1158	0.1960475
1159	0.1960098372
1160	0.195968029
1161	0.1959326025
1162	0.1958978385
1163	0.1958574414
1164	0.1958225993
1165	0.1957835319
1166	0.1957450309
1167	0.1957010059
1168	0.1956588232
1169	0.1956177816
1170	0.1955770833
1171	0.195539891
1172	0.1954973291
1173	0.1954547119
1174	0.1954123454
1175	0.1953700456
1176	0.1953295605
1177	0.1952838281
1178	0.1952452653
1179	0.1952074935
1180	0.1951695703
1181	0.1951290234
1182	0.1950916423
1183	0.1950532796
1184	0.195018737
1185	0.1949791341
1186	0.1949431641
1187	0.1949064307
1188	0.1948627783
1189	0.1948242415
1190	0.1947884603
1191	0.194751473
1192	0.1947141471
1193	0.1946699479
1194	0.1946283219
1195	0.1945925537
1196	0.1945562012
1197	0.1945161214
1198	0.1944796842
1199	0.1944406364
1200	0.1943971956
1201	0.1943609163
1202	0.1943238411
1203	0.19428632
1204	0.1942485905
1205	0.1942162695
1206	0.1941778678
1207	0.1941415169
1208	0.1941055778
1209	0.194069222
1210	0.1940281006
1211	0.1939906771
1212	0.1939540251
1213	0.1939159831
1214	0.1938812028
1215	0.193844943
1216	0.1938069173
1217	0.1937693831
1218	0.1937295605
1219	0.1936893327
1220	0.1936538883
1221	0.1936152002
1222	0.1935785384
1223	0.1935417855
1224	0.1935060937
1225	0.1934685124
1226	0.1934332373
1227	0.1933966032
1228	0.1933618311
1229	0.1933233333
1230	0.1932868001
1231	0.193249432
1232	0.1932078792
1233	0.1931693913
1234	0.1931290251
1235	0.193090127
1236	0.1930518652
1237	0.1930197054
1238	0.1929850049
1239	0.192950625
1240	0.1929115641
1241	0.1928797493
1242	0.192839751
1243	0.1928038216
1244	0.1927632617
1245	0.1927271094
1246	0.1926874642
1247	0.1926513607
1248	0.192614502
1249	0.1925764616
1250	0.1925415755
1251	0.1925043831
1252	0.1924696761
1253	0.1924378092
1254	0.1924003695
1255	0.1923600716
1256	0.1923238851
1257	0.1922867025
1258	0.1922518066
1259	0.1922166911
1260	0.1921818262
1261	0.192146403
1262	0.1921089225
1263	0.1920690397
1264	0.1920331006
1265	0.1919931527
1266	0.1919617513
1267	0.1919300749
1268	0.1918910563
1269	0.1918575505
1270	0.1918187109
1271	0.1917768652
1272	0.1917398958
1273	0.1917010645
1274	0.1916638249
1275	0.1916257633
1276	0.1915911719
1277	0.1915540625
1278	0.1915155632
1279	0.1914797575
1280	0.1914450146
1281	0.1914090771
1282	0.1913743132
1283	0.1913433984
1284	0.1913098519
1285	0.1912712533
1286	0.1912382161
1287	0.1912041618
1288	0.1911687467
1289	0.1911302458
1290	0.191091569
1291	0.1910584961
1292	0.1910221224
1293	0.1909859814
1294	0.1909530632
1295	0.1909156576
1296	0.190884751
1297	0.1908452995
1298	0.1908137777
1299	0.1907821224
1300	0.1907472087
1301	0.1907127832
1302	0.1906818815
1303	0.1906458219
1304	0.1906160156
1305	0.1905821989
1306	0.1905471436
1307	0.1905108285
1308	0.1904770687
1309	0.1904425081
1310	0.1904113184
1311	0.1903750407
1312	0.1903339518
1313	0.190297749
1314	0.1902622152
1315	0.190231901
1316	0.1901915299
1317	0.190155472
1318	0.1901229036
1319	0.1900872656
1320	0.1900472705
1321	0.1900110059
1322	0.1899751123
1323	0.1899389014
1324	0.1899063086
1325	0.1898744189
1326	0.1898420361
1327	0.189802111
1328	0.1897661458
1329	0.1897298617
1330	0.1896925586
1331	0.1896595199
1332	0.1896233903
1333	0.1895911051
1334	0.1895530485
1335	0.1895207829
1336	0.1894865153
1337	0.1894541178
1338	0.1894177913
1339	0.1893805046
1340	0.1893448405
1341	0.1893095312
1342	0.1892777816
1343	0.1892476123
1344	0.1892117562
1345	0.1891812402
1346	0.1891546045
1347	0.1891201758
1348	0.1890852783
1349	0.189052526
1350	0.1890174056
1351	0.1889835872
1352	0.1889436816
1353	0.1889076302
1354	0.1888710856
1355	0.1888361214
1356	0.1888010238
1357	0.1887683122
1358	0.1887333105
1359	0.1886972624
1360	0.1886642692
1361	0.1886299447
1362	0.1886009717
1363	0.188565415
1364	0.1885314697
1365	0.1885002734
1366	0.1884736556
1367	0.1884452995
1368	0.1884159424
1369	0.1883821159
1370	0.1883492285
1371	0.1883142806
1372	0.1882790072
1373	0.1882437923
1374	0.1882117806
1375	0.1881845996
1376	0.1881525163
1377	0.1881198193
1378	0.1880871289
1379	0.188051735
1380	0.1880175293
1381	0.187984847
1382	0.1879490283
1383	0.1879176481
1384	0.1878847217
1385	0.1878538037
1386	0.1878181396
1387	0.1877851335
1388	0.1877539046
1389	0.1877165658
1390	0.1876823665
1391	0.187649375
1392	0.1876137695
1393	0.1875816211
1394	0.1875506543
1395	0.18751757
1396	0.1874830404
1397	0.1874539648
1398	0.1874226465
1399	0.1873892855
1400	0.1873560433
1401	0.1873200244
1402	0.1872900521
1403	0.1872596729
1404	0.1872253255
1405	0.1871916699
1406	0.1871572705
1407	0.1871246908
1408	0.1870939893
1409	0.1870610775
1410	0.1870266732
1411	0.1869919808
1412	0.1869575326
1413	0.1869284961
1414	0.1868969515
1415	0.1868624219
1416	0.1868300667
1417	0.186796027
1418	0.1867651839
1419	0.186732124
1420	0.1866945508
1421	0.186665542
1422	0.1866271924
1423	0.1865926986
1424	0.1865629525
1425	0.1865318538
1426	0.1864995703
1427	0.1864688509
1428	0.1864336816
1429	0.1864051416
1430	0.186371748
1431	0.1863353141
1432	0.1863091195
1433	0.1862727262
1434	0.186237902
1435	0.1862094368
1436	0.1861727507
1437	0.1861376253
1438	0.1861061393
1439	0.1860746924
1440	0.1860435872
1441	0.1860148193
1442	0.1859837826
1443	0.1859529329
1444	0.1859180583
1445	0.185889069
1446	0.1858549495
1447	0.1858202913
1448	0.1857910596
1449	0.1857582992
1450	0.1857272868
1451	0.185698151
1452	0.1856651888
1453	0.1856401855
1454	0.1856066309
1455	0.185576224
1456	0.1855459863
1457	0.1855182096
1458	0.1854833089
1459	0.1854501465
1460	0.1854157471
1461	0.1853858854
1462	0.1853593506
1463	0.1853254655
1464	0.1852948258
1465	0.1852668473
1466	0.1852386475
1467	0.1852031445
1468	0.1851746549
1469	0.1851434212
1470	0.185111167
1471	0.185078387
1472	0.1850441016
1473	0.1850120378
1474	0.1849809521
1475	0.1849475537
1476	0.1849120475
1477	0.1848826383
1478	0.184853195
1479	0.1848197282
1480	0.1847903727
1481	0.1847582161
1482	0.1847288037
1483	0.1846949447
1484	0.1846680078
1485	0.1846372347
1486	0.1846071908
1487	0.1845797249
1488	0.1845489909
1489	0.1845159391
1490	0.1844845475
1491	0.1844591585
1492	0.1844258203
1493	0.1843917139
1494	0.1843595508
1495	0.1843261882
1496	0.184295625
1497	0.1842632275
1498	0.184231416
1499	0.1842002425
1500	0.1841716585
1501	0.1841411621
1502	0.1841085775
1503	0.184075236
1504	0.1840468669
1505	0.1840184733
1506	0.1839868587
1507	0.1839600798
1508	0.1839253809
1509	0.183896971
1510	0.1838628743
1511	0.1838347917
1512	0.1838081934
