iter	Passed	Remaining
1658	66096	53427
1659	66142	53392
1660	66185	53354
1661	66235	53323
1662	66285	53291
1663	66331	53256
1664	66377	53221
1665	66418	53182
1666	66458	53143
1667	66499	53104
1668	66537	53062
1669	66589	53032
1670	66631	52994
1671	66674	52956
1672	66717	52919
1673	66754	52877
1674	66793	52836
1675	66838	52801
1676	66881	52763
1677	66922	52724
1678	66964	52686
1679	67002	52644
1680	67040	52603
1681	67080	52563
1682	67122	52525
1683	67171	52493
1684	67216	52456
1685	67257	52417
1686	67300	52380
1687	67349	52347
1688	67400	52316
1689	67447	52281
1690	67491	52244
1691	67532	52206
1692	67577	52169
1693	67621	52133
1694	67665	52096
1695	67704	52055
1696	67748	52018
1697	67793	51982
1698	67832	51942
1699	67873	51903
1700	67916	51865
1701	67955	51825
1702	67999	51788
1703	68040	51749
1704	68078	51707
1705	68118	51668
1706	68162	51630
1707	68200	51589
1708	68238	51547
1709	68283	51512
1710	68325	51473
1711	68368	51435
1712	68426	51409
1713	68467	51370
1714	68506	51329
1715	68548	51291
1716	68596	51257
1717	68635	51216
1718	68679	51179
1719	68720	51140
1720	68760	51100
1721	68800	51060
1722	68839	51020
1723	68885	50984
1724	68932	50949
1725	68979	50915
1726	69026	50880
1727	69070	50843
1728	69111	50804
1729	69156	50768
1730	69202	50732
1731	69241	50691
1732	69279	50650
1733	69323	50613
1734	69369	50577
1735	69420	50545
1736	69464	50509
1737	69511	50473
1738	69554	50435
1739	69592	50394
1740	69635	50356
1741	69674	50315
1742	69717	50278
1743	69761	50241
1744	69812	50208
1745	69851	50168
1746	69893	50129
1747	69936	50091
1748	69977	50052
1749	70020	50014
1750	70058	49973
1751	70099	49933
1752	70140	49894
1753	70179	49853
1754	70220	49814
1755	70262	49775
1756	70308	49739
1757	70348	49700
1758	70391	49662
1759	70438	49627
1760	70484	49591
1761	70540	49562
1762	70588	49527
1763	70634	49492
1764	70683	49458
1765	70731	49423
1766	70772	49384
1767	70822	49351
1768	70868	49315
1769	70909	49276
1770	70960	49243
1771	71011	49211
1772	71057	49175
1773	71113	49145
1774	71164	49113
1775	71210	49077
1776	71250	49037
1777	71296	49001
1778	71342	48965
1779	71388	48929
1780	71432	48892
1781	71472	48851
1782	71511	48810
1783	71551	48770
1784	71597	48734
1785	71643	48698
1786	71680	48656
1787	71719	48615
1788	71759	48575
1789	71805	48539
1790	71850	48502
1791	71891	48462
1792	71933	48423
1793	71978	48386
1794	72016	48345
1795	72060	48308
1796	72102	48268
1797	72146	48231
1798	72188	48192
1799	72230	48153
1800	72268	48111
1801	72307	48071
1802	72348	48031
1803	72386	47990
1804	72426	47950
1805	72471	47913
1806	72509	47871
1807	72557	47836
1808	72597	47796
1809	72644	47760
1810	72691	47724
1811	72734	47686
1812	72781	47651
1813	72826	47614
1814	72866	47573
1815	72909	47535
1816	72951	47496
1817	72996	47459
1818	73052	47429
1819	73097	47393
1820	73136	47351
1821	73178	47313
1822	73224	47276
1823	73266	47237
1824	73309	47199
1825	73356	47163
1826	73396	47123
1827	73440	47085
1828	73482	47046
1829	73519	47004
1830	73558	46963
1831	73599	46923
1832	73646	46887
1833	73694	46852
1834	73736	46813
1835	73781	46776
1836	73824	46737
1837	73868	46700
1838	73906	46658
1839	73945	46617
1840	73987	46578
1841	74029	46540
1842	74074	46502
1843	74114	46462
1844	74163	46427
1845	74207	46389
1846	74248	46350
1847	74292	46312
1848	74334	46273
1849	74377	46234
1850	74423	46198
1851	74464	46158
1852	74503	46117
1853	74544	46077
1854	74587	46038
1855	74627	45998
1856	74666	45957
1857	74709	45919
1858	74752	45880
1859	74794	45841
1860	74843	45806
1861	74878	45763
1862	74925	45727
1863	74981	45696
1864	75031	45662
1865	75084	45630
1866	75130	45593
1867	75177	45557
1868	75223	45520
1869	75262	45479
1870	75306	45441
1871	75354	45405
1872	75403	45371
1873	75449	45334
1874	75492	45295
1875	75542	45260
1876	75589	45224
1877	75636	45188
1878	75687	45154
1879	75743	45123
1880	75788	45086
1881	75843	45054
1882	75895	45021
1883	75944	44986
1884	75994	44951
1885	76036	44912
1886	76080	44874
1887	76121	44834
1888	76166	44796
1889	76223	44766
1890	76273	44731
1891	76326	44698
1892	76373	44662
1893	76417	44624
1894	76474	44593
1895	76520	44556
1896	76569	44520
1897	76622	44488
1898	76674	44454
1899	76718	44416
1900	76772	44383
1901	76825	44350
1902	76882	44319
1903	76937	44287
1904	76992	44255
1905	77036	44217
1906	77084	44180
1907	77127	44142
1908	77176	44106
1909	77224	44070
1910	77273	44034
1911	77315	43995
1912	77356	43955
1913	77403	43918
1914	77451	43882
1915	77499	43846
1916	77548	43810
1917	77593	43772
1918	77635	43733
1919	77681	43695
1920	77731	43660
1921	77772	43620
1922	77819	43583
1923	77872	43550
1924	77932	43520
1925	77982	43485
1926	78032	43450
1927	78078	43412
1928	78127	43377
1929	78172	43339
1930	78222	43303
1931	78279	43272
1932	78333	43239
1933	78384	43204
1934	78429	43166
1935	78475	43129
1936	78518	43090
1937	78563	43051
1938	78608	43013
1939	78655	42976
1940	78709	42943
1941	78753	42904
1942	78802	42868
1943	78847	42830
1944	78894	42793
1945	78943	42757
1946	78986	42718
1947	79035	42682
1948	79086	42647
1949	79135	42611
1950	79187	42576
1951	79240	42543
1952	79287	42505
1953	79333	42468
1954	79382	42431
1955	79432	42396
1956	79482	42360
1957	79535	42326
1958	79581	42288
1959	79626	42250
1960	79678	42216
1961	79723	42177
1962	79767	42139
1963	79816	42102
1964	79861	42064
1965	79908	42027
1966	79952	41988
1967	79996	41949
1968	80038	41909
1969	80085	41871
1970	80132	41834
1971	80177	41796
1972	80223	41758
1973	80269	41720
1974	80316	41683
1975	80371	41650
1976	80415	41611
1977	80463	41574
1978	80513	41538
1979	80561	41501
1980	80601	41460
1981	80642	41419
1982	80684	41379
1983	80730	41341
1984	80771	41301
1985	80810	41259
1986	80851	41219
1987	80894	41179
1988	80935	41139
1989	80976	41098
1990	81026	41062
1991	81067	41022
1992	81111	40982
1993	81152	40942
1994	81195	40902
1995	81240	40864
1996	81286	40826
1997	81328	40786
1998	81371	40746
1999	81413	40706
2000	81451	40664
2001	81488	40621
2002	81528	40581
2003	81568	40539
2004	81607	40498
2005	81647	40457
2006	81688	40417
2007	81734	40378
2008	81776	40338
2009	81815	40297
2010	81854	40255
2011	81893	40214
2012	81935	40174
2013	81977	40134
2014	82016	40092
2015	82060	40053
2016	82100	40012
2017	82141	39971
2018	82186	39933
2019	82226	39892
2020	82266	39850
2021	82325	39818
2022	82367	39779
2023	82408	39738
2024	82454	39700
2025	82497	39660
2026	82535	39618
2027	82575	39577
2028	82617	39537
2029	82660	39497
2030	82699	39456
2031	82743	39417
2032	82781	39375
2033	82820	39333
2034	82867	39295
2035	82908	39255
2036	82948	39214
2037	82985	39171
2038	83024	39130
2039	83065	39089
2040	83104	39048
2041	83149	39009
2042	83191	38969
2043	83236	38930
2044	83279	38890
2045	83318	38849
2046	83360	38809
2047	83408	38772
2048	83449	38731
2049	83492	38691
2050	83538	38653
2051	83578	38612
2052	83617	38570
2053	83661	38531
2054	83703	38491
2055	83749	38452
2056	83787	38411
2057	83826	38369
2058	83866	38328
2059	83908	38288
2060	83948	38247
2061	83990	38207
2062	84028	38165
2063	84068	38124
2064	84108	38083
2065	84148	38042
2066	84191	38002
2067	84233	37962
2068	84275	37922
2069	84317	37881
2070	84357	37840
2071	84409	37804
2072	84456	37767
2073	84503	37729
2074	84545	37689
2075	84584	37647
2076	84622	37605
2077	84666	37566
2078	84711	37527
2079	84752	37486
2080	84793	37446
2081	84830	37403
2082	84877	37365
2083	84926	37328
2084	84968	37288
2085	85009	37247
2086	85053	37208
2087	85093	37167
2088	85133	37125
2089	85175	37085
2090	85217	37045
2091	85265	37008
2092	85306	36967
2093	85349	36927
2094	85391	36887
2095	85437	36848
2096	85481	36809
2097	85532	36773
2098	85574	36733
2099	85614	36691
2100	85656	36651
2101	85696	36610
2102	85738	36570
2103	85787	36533
2104	85830	36493
2105	85869	36451
2106	85910	36410
2107	85947	36368
2108	85991	36329
2109	86032	36288
2110	86074	36248
2111	86114	36207
2112	86159	36168
2113	86203	36128
2114	86247	36089
2115	86289	36049
2116	86330	36008
2117	86374	35969
2118	86416	35928
2119	86456	35887
2120	86503	35849
2121	86546	35809
2122	86593	35771
2123	86629	35728
2124	86670	35687
2125	86711	35646
2126	86755	35607
2127	86794	35566
2128	86839	35527
2129	86887	35489
2130	86937	35452
2131	86985	35414
2132	87028	35374
2133	87072	35334
2134	87116	35295
2135	87157	35254
2136	87197	35213
2137	87240	35173
2138	87285	35134
2139	87328	35094
2140	87377	35057
2141	87423	35018
2142	87466	34978
2143	87507	34937
2144	87550	34897
2145	87592	34857
2146	87634	34816
2147	87678	34777
2148	87716	34735
2149	87760	34696
2150	87802	34655
2151	87847	34616
2152	87887	34575
2153	87930	34535
2154	87971	34494
2155	88016	34455
2156	88059	34415
2157	88102	34375
2158	88140	34333
2159	88183	34293
2160	88225	34253
2161	88265	34211
2162	88307	34171
2163	88350	34131
2164	88391	34090
2165	88437	34052
2166	88476	34010
2167	88520	33970
2168	88563	33930
2169	88604	33890
2170	88643	33848
2171	88686	33808
2172	88732	33769
2173	88788	33734
2174	88825	33692
2175	88862	33650
2176	88911	33612
2177	88950	33570
2178	88987	33528
2179	89031	33488
2180	89077	33449
2181	89117	33409
2182	89159	33368
2183	89203	33328
2184	89243	33287
2185	89286	33247
2186	89324	33205
2187	89364	33164
2188	89408	33124
2189	89446	33082
2190	89485	33041
2191	89523	32999
2192	89569	32960
2193	89611	32920
2194	89661	32882
2195	89703	32842
2196	89743	32801
2197	89786	32760
2198	89825	32719
2199	89868	32679
2200	89925	32644
2201	89967	32603
2202	90009	32563
2203	90050	32522
2204	90092	32482
2205	90133	32441
2206	90169	32399
2207	90206	32356
2208	90251	32317
2209	90289	32275
2210	90338	32237
2211	90381	32197
2212	90421	32156
2213	90463	32115
2214	90504	32074
2215	90545	32034
2216	90584	31992
2217	90628	31952
2218	90671	31912
2219	90711	31871
2220	90755	31831
2221	90797	31791
2222	90847	31753
2223	90892	31714
2224	90935	31674
2225	90973	31632
2226	91013	31591
2227	91058	31551
2228	91098	31510
2229	91146	31471
2230	91186	31430
2231	91229	31390
2232	91269	31349
2233	91308	31308
2234	91350	31267
2235	91396	31228
2236	91440	31188
2237	91480	31147
2238	91524	31107
2239	91564	31066
2240	91604	31025
2241	91644	30984
2242	91684	30943
2243	91726	30902
2244	91765	30861
2245	91808	30820
2246	91846	30779
2247	91895	30740
2248	91934	30699
2249	91981	30660
2250	92022	30619
2251	92066	30579
2252	92111	30540
2253	92154	30500
2254	92194	30458
2255	92238	30419
2256	92281	30378
2257	92324	30338
2258	92364	30297
2259	92407	30257
2260	92452	30217
2261	92498	30178
2262	92538	30137
2263	92590	30100
2264	92647	30064
2265	92693	30025
2266	92742	29986
2267	92787	29947
2268	92835	29908
2269	92887	29871
2270	92928	29830
2271	92975	29791
2272	93023	29752
2273	93064	29711
2274	93104	29670
2275	93145	29629
2276	93195	29591
2277	93241	29552
2278	93284	29512
2279	93324	29470
2280	93365	29429
2281	93409	29390
2282	93464	29353
2283	93520	29317
2284	93570	29279
2285	93617	29240
2286	93667	29202
2287	93730	29167
2288	93782	29130
2289	93826	29090
2290	93870	29050
2291	93915	29010
2292	93962	28971
2293	94013	28933
2294	94062	28895
2295	94105	28854
2296	94149	28814
2297	94193	28774
2298	94243	28736
2299	94286	28695
2300	94333	28656
2301	94383	28618
2302	94430	28579
2303	94479	28540
2304	94537	28504
2305	94592	28467
2306	94638	28428
2307	94684	28388
2308	94733	28350
2309	94792	28314
2310	94844	28276
2311	94896	28239
2312	94944	28200
2313	94999	28163
2314	95043	28123
2315	95095	28085
2316	95146	28046
2317	95193	28007
2318	95247	27970
2319	95305	27934
2320	95350	27894
2321	95402	27856
2322	95457	27819
2323	95506	27780
2324	95548	27740
2325	95595	27700
2326	95639	27660
2327	95686	27620
2328	95726	27579
2329	95772	27539
2330	95814	27498
2331	95860	27459
2332	95903	27418
2333	95951	27379
2334	95993	27338
2335	96040	27299
2336	96084	27258
2337	96136	27220
2338	96186	27182
2339	96239	27144
2340	96292	27106
2341	96340	27067
2342	96398	27031
2343	96444	26991
2344	96499	26954
2345	96548	26914
2346	96594	26875
2347	96640	26835
2348	96688	26796
2349	96736	26756
2350	96785	26717
2351	96828	26677
2352	96871	26636
2353	96914	26596
2354	96959	26555
2355	97005	26515
2356	97046	26474
2357	97092	26434
2358	97137	26394
2359	97188	26356
2360	97241	26318
2361	97297	26281
2362	97352	26243
2363	97401	26204
2364	97442	26163
2365	97496	26125
2366	97549	26087
2367	97598	26048
2368	97645	26008
2369	97695	25969
2370	97745	25930
2371	97790	25890
2372	97839	25851
2373	97884	25811
2374	97927	25770
2375	97971	25729
2376	98019	25690
2377	98066	25650
2378	98111	25610
2379	98153	25569
2380	98196	25528
2381	98240	25488
2382	98289	25448
2383	98332	25407
2384	98373	25366
2385	98420	25327
2386	98467	25287
2387	98511	25246
2388	98565	25208
2389	98613	25169
2390	98658	25128
2391	98701	25087
2392	98742	25046
2393	98782	25005
2394	98823	24963
2395	98866	24922
2396	98910	24882
2397	98954	24841
2398	98996	24800
2399	99040	24760
2400	99082	24719
2401	99126	24678
2402	99176	24639
2403	99216	24597
2404	99263	24557
2405	99307	24517
2406	99360	24478
2407	99404	24438
2408	99448	24397
2409	99493	24357
2410	99544	24318
2411	99593	24279
2412	99634	24237
2413	99678	24197
2414	99721	24156
2415	99764	24115
2416	99810	24075
2417	99852	24034
2418	99897	23993
2419	99938	23952
2420	99982	23911
2421	100024	23870
2422	100066	23829
2423	100114	23789
2424	100170	23751
2425	100216	23711
2426	100260	23670
2427	100308	23631
2428	100349	23589
2429	100396	23549
2430	100447	23510
2431	100494	23470
2432	100538	23430
2433	100585	23390
2434	100629	23349
2435	100668	23307
2436	100709	23266
2437	100752	23225
2438	100802	23185
2439	100843	23144
2440	100887	23103
2441	100929	23062
2442	100972	23021
2443	101012	22979
2444	101061	22940
2445	101102	22899
2446	101148	22858
2447	101189	22817
2448	101230	22775
2449	101269	22733
2450	101311	22692
2451	101355	22652
2452	101398	22611
2453	101440	22569
2454	101483	22528
2455	101525	22487
2456	101567	22446
2457	101603	22403
2458	101644	22362
2459	101686	22321
2460	101731	22280
2461	101773	22239
2462	101816	22198
2463	101862	22158
2464	101909	22118
2465	101947	22076
2466	101984	22034
2467	102027	21992
2468	102062	21950
2469	102102	21908
2470	102143	21867
2471	102189	21826
2472	102230	21785
2473	102268	21743
2474	102313	21702
2475	102351	21660
2476	102397	21620
2477	102435	21578
2478	102477	21537
2479	102521	21496
2480	102563	21455
2481	102610	21415
2482	102649	21373
2483	102687	21331
2484	102734	21291
2485	102778	21250
2486	102813	21207
2487	102849	21165
2488	102891	21123
2489	102931	21082
2490	102971	21040
2491	103012	20999
2492	103062	20959
2493	103105	20918
2494	103143	20876
2495	103200	20838
2496	103238	20796
2497	103278	20754
2498	103319	20713
2499	103366	20673
2500	103406	20631
2501	103448	20590
2502	103490	20549
2503	103533	20508
2504	103574	20466
2505	103617	20425
2506	103668	20386
2507	103709	20344
2508	103753	20304
2509	103791	20262
2510	103839	20221
2511	103879	20180
2512	103926	20140
2513	103963	20097
2514	104004	20056
2515	104049	20015
2516	104088	19974
2517	104126	19932
2518	104169	19891
2519	104209	19849
2520	104257	19809
2521	104301	19768
2522	104343	19727
2523	104388	19686
2524	104430	19645
2525	104469	19603
2526	104523	19564
2527	104561	19522
2528	104599	19480
2529	104640	19439
2530	104681	19397
2531	104734	19358
2532	104774	19316
2533	104813	19275
2534	104854	19233
2535	104897	19192
2536	104935	19150
2537	104975	19108
2538	105015	19067
2539	105059	19026
2540	105100	18985
2541	105144	18944
2542	105182	18902
2543	105225	18861
2544	105275	18821
2545	105322	18780
2546	105364	18739
2547	105407	18698
2548	105448	18657
2549	105484	18614
2550	105523	18573
2551	105564	18531
2552	105605	18490
2553	105648	18449
2554	105690	18407
2555	105732	18366
2556	105775	18325
2557	105817	18284
2558	105855	18242
2559	105892	18200
2560	105937	18159
2561	105979	18118
2562	106022	18077
2563	106071	18037
2564	106112	17995
2565	106154	17954
2566	106197	17913
2567	106245	17873
2568	106286	17831
2569	106334	17791
2570	106377	17750
2571	106418	17708
2572	106466	17668
2573	106519	17629
2574	106569	17589
2575	106611	17547
2576	106649	17505
2577	106691	17464
2578	106733	17423
2579	106774	17381
2580	106825	17342
2581	106869	17301
2582	106915	17260
2583	106954	17218
2584	107001	17178
2585	107042	17136
2586	107084	17095
2587	107135	17055
2588	107176	17014
2589	107213	16972
2590	107257	16931
2591	107298	16889
2592	107333	16847
2593	107375	16805
2594	107417	16764
2595	107460	16723
2596	107507	16682
2597	107543	16640
2598	107589	16600
2599	107642	16560
2600	107693	16520
2601	107744	16480
2602	107798	16441
2603	107844	16400
2604	107894	16360
2605	107941	16319
2606	107984	16278
2607	108030	16237
2608	108071	16196
2609	108119	16155
2610	108159	16114
2611	108204	16073
2612	108248	16032
2613	108296	15991
2614	108341	15950
2615	108392	15910
2616	108434	15869
2617	108478	15828
2618	108520	15787
2619	108568	15746
2620	108613	15705
2621	108673	15666
2622	108720	15626
2623	108763	15585
2624	108815	15545
2625	108861	15504
2626	108913	15464
2627	108959	15423
2628	109008	15383
2629	109048	15341
2630	109096	15300
2631	109148	15260
2632	109191	15219
2633	109248	15180
2634	109293	15139
2635	109341	15098
2636	109392	15058
2637	109447	15018
2638	109493	14978
2639	109541	14937
2640	109581	14895
2641	109628	14855
2642	109674	14814
2643	109720	14773
2644	109767	14732
2645	109816	14692
2646	109863	14651
2647	109912	14610
2648	109956	14569
2649	110005	14529
2650	110054	14488
2651	110099	14447
2652	110143	14406
2653	110186	14364
2654	110230	14323
2655	110277	14282
2656	110319	14241
2657	110366	14200
2658	110414	14159
2659	110456	14118
2660	110503	14077
2661	110548	14036
2662	110591	13995
2663	110639	13954
2664	110684	13913
2665	110736	13873
2666	110788	13832
2667	110828	13791
2668	110876	13750
2669	110925	13709
2670	110978	13669
2671	111024	13628
2672	111079	13588
2673	111134	13548
2674	111185	13508
2675	111235	13467
2676	111285	13427
2677	111331	13386
2678	111379	13345
2679	111426	13304
2680	111479	13264
2681	111522	13222
2682	111574	13182
2683	111618	13141
2684	111667	13100
2685	111708	13058
2686	111751	13017
2687	111794	12976
2688	111838	12934
2689	111885	12893
2690	111945	12854
2691	111994	12813
2692	112047	12773
2693	112097	12732
2694	112153	12692
2695	112201	12651
2696	112251	12611
2697	112299	12570
2698	112357	12530
2699	112403	12489
2700	112448	12448
2701	112501	12407
2702	112551	12366
2703	112589	12324
2704	112635	12283
2705	112677	12242
2706	112726	12201
2707	112772	12160
2708	112813	12118
2709	112857	12077
2710	112902	12035
2711	112948	11994
2712	112993	11953
2713	113040	11912
2714	113094	11871
2715	113141	11830
2716	113195	11790
2717	113249	11749
2718	113298	11709
2719	113345	11667
2720	113394	11626
2721	113437	11585
2722	113487	11544
2723	113541	11504
2724	113596	11463
2725	113645	11422
2726	113685	11381
2727	113728	11339
2728	113770	11297
2729	113807	11255
2730	113849	11214
2731	113894	11172
2732	113936	11131
2733	113990	11090
2734	114036	11049
2735	114084	11008
2736	114131	10966
2737	114180	10925
2738	114230	10885
2739	114286	10844
2740	114327	10802
2741	114375	10761
2742	114419	10720
2743	114463	10678
2744	114508	10637
2745	114548	10595
2746	114586	10553
2747	114632	10512
2748	114674	10470
2749	114718	10428
2750	114764	10387
2751	114804	10345
2752	114847	10304
2753	114886	10262
2754	114926	10220
2755	114966	10178
2756	115001	10136
2757	115041	10094
2758	115082	10052
2759	115126	10011
2760	115167	9969
2761	115206	9927
2762	115242	9885
2763	115278	9842
2764	115321	9801
2765	115363	9759
2766	115406	9717
2767	115447	9676
2768	115488	9634
2769	115528	9592
2770	115564	9550
2771	115609	9509
2772	115647	9467
2773	115689	9425
2774	115725	9383
2775	115764	9341
2776	115803	9299
2777	115843	9257
2778	115885	9215
2779	115932	9174
2780	115979	9133
2781	116026	9091
2782	116074	9050
2783	116117	9009
2784	116155	8967
2785	116195	8925
2786	116236	8883
2787	116283	8842
2788	116329	8800
2789	116375	8759
2790	116424	8718
2791	116469	8676
2792	116506	8634
2793	116547	8592
2794	116585	8551
2795	116622	8508
2796	116674	8467
2797	116717	8426
2798	116763	8384
2799	116804	8343
2800	116852	8301
2801	116892	8260
2802	116933	8218
2803	116977	8176
2804	117022	8135
2805	117064	8093
2806	117103	8051
2807	117148	8010
2808	117191	7968
2809	117231	7926
2810	117272	7884
2811	117309	7842
2812	117354	7801
2813	117392	7759
2814	117433	7717
2815	117478	7676
2816	117528	7634
2817	117565	7592
2818	117608	7551
2819	117651	7509
2820	117687	7467
2821	117730	7425
2822	117775	7384
2823	117818	7342
2824	117855	7300
2825	117895	7258
2826	117933	7217
2827	117973	7175
2828	118019	7133
2829	118072	7092
2830	118117	7051
2831	118168	7009
2832	118208	6968
2833	118250	6926
2834	118288	6884
2835	118329	6842
2836	118366	6800
2837	118406	6758
2838	118444	6717
2839	118489	6675
2840	118532	6633
2841	118579	6592
2842	118619	6550
2843	118657	6508
2844	118698	6466
2845	118738	6425
2846	118780	6383
2847	118827	6341
2848	118869	6300
2849	118910	6258
2850	118953	6216
2851	118990	6174
2852	119034	6133
2853	119093	6092
2854	119133	6050
2855	119174	6008
2856	119210	5966
2857	119255	5925
2858	119295	5883
2859	119338	5841
2860	119377	5799
2861	119416	5758
2862	119462	5716
2863	119502	5674
2864	119543	5632
2865	119588	5591
2866	119631	5549
2867	119676	5508
2868	119719	5466
2869	119763	5424
2870	119809	5383
2871	119851	5341
2872	119895	5299
2873	119940	5258
2874	119977	5216
2875	120019	5174
2876	120061	5132
2877	120101	5091
2878	120144	5049
2879	120184	5007
2880	120222	4965
2881	120260	4923
2882	120301	4882
2883	120342	4840
2884	120382	4798
2885	120423	4756
2886	120463	4715
2887	120509	4673
2888	120547	4631
2889	120588	4589
2890	120628	4548
2891	120670	4506
2892	120716	4464
2893	120752	4422
2894	120792	4381
2895	120835	4339
2896	120875	4297
2897	120916	4255
2898	120960	4214
2899	120999	4172
2900	121037	4130
2901	121074	4088
2902	121115	4046
2903	121155	4005
2904	121196	3963
2905	121235	3921
2906	121276	3879
2907	121322	3838
2908	121363	3796
2909	121406	3754
2910	121445	3713
2911	121487	3671
2912	121529	3629
2913	121575	3588
2914	121618	3546
2915	121658	3504
2916	121700	3462
2917	121765	3421
2918	121801	3379
2919	121839	3338
2920	121886	3296
2921	121929	3254
2922	121969	3213
2923	122005	3171
2924	122045	3129
2925	122089	3087
2926	122128	3045
2927	122168	3004
2928	122212	2962
2929	122254	2920
2930	122294	2878
2931	122334	2837
2932	122371	2795
2933	122410	2753
2934	122451	2711
2935	122494	2670
2936	122533	2628
2937	122579	2586
2938	122621	2545
2939	122660	2503
2940	122703	2461
2941	122754	2420
2942	122797	2378
2943	122843	2336
2944	122884	2294
2945	122929	2253
2946	122971	2211
2947	123015	2169
2948	123059	2128
2949	123102	2086
2950	123145	2044
2951	123184	2003
2952	123232	1961
2953	123274	1919
2954	123314	1877
2955	123356	1836
2956	123399	1794
2957	123439	1752
2958	123479	1710
2959	123520	1669
2960	123559	1627
2961	123601	1585
2962	123641	1543
2963	123685	1502
2964	123722	1460
2965	123759	1418
2966	123796	1376
2967	123844	1335
2968	123891	1293
2969	123928	1251
2970	123974	1210
2971	124017	1168
2972	124059	1126
2973	124100	1084
2974	124143	1043
2975	124186	1001
2976	124226	959
2977	124272	918
2978	124316	876
2979	124361	834
2980	124410	792
2981	124465	751
2982	124505	709
2983	124548	667
2984	124591	626
2985	124631	584
2986	124672	542
2987	124718	500
2988	124762	459
2989	124802	417
2990	124845	375
2991	124894	333
2992	124947	292
2993	124990	250
2994	125030	208
2995	125072	166
2996	125114	125
2997	125152	83
2998	125198	41
2999	125241	0
